Year,Geography,GeoCode,Economic family type,Household food security status,Value
2020,Ontario,,data.Persons in couple families with children,"data.Food insecure, marginal",6.1
2018,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.5
2019,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.4
2020,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.7
2018,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",9.0
2019,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",7.5
2020,Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",8.1
2018,Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.5
2019,Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.9
2020,Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.6
2018,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",2.1
2019,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",3.6
2020,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",4.1
2018,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.4
2019,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.0
2020,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",7.5
2018,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",6.1
2019,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",5.9
2020,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",4.2
2018,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, severe",2.4
2019,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, severe",3.3
2018,Ontario,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.8
2019,Ontario,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.0
2020,Ontario,,data.Persons in lone-parent families,"data.Food insecure, marginal",5.7
2018,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",30.1
2019,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",36.9
2020,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",30.4
2018,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate",20.6
2019,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate",27.3
2020,Ontario,,data.Persons in lone-parent families,"data.Food insecure, moderate",18.1
2018,Ontario,,data.Persons in lone-parent families,"data.Food insecure, severe",9.5
2019,Ontario,,data.Persons in lone-parent families,"data.Food insecure, severe",9.6
2020,Ontario,,data.Persons in lone-parent families,"data.Food insecure, severe",12.4
2018,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,Ontario,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, marginal",11.0
2019,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, marginal",8.5
2020,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, marginal",6.3
2018,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",30.6
2019,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",38.2
2020,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",33.6
2018,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate",20.3
2019,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate",30.5
2020,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, moderate",19.4
2018,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, severe",10.3
2019,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, severe",7.6
2020,Ontario,,data.Persons in female lone-parent families,"data.Food insecure, severe",14.2
2018,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, marginal",4.1
2019,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, marginal",5.1
2020,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, marginal",4.8
2018,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.1
2019,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",11.9
2020,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",18.2
2018,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate",12.0
2019,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate",7.7
2020,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, moderate",11.4
2018,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, severe",5.0
2019,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, severe",4.2
2020,Ontario,,data.Persons in other non-elderly families,"data.Food insecure, severe",6.8
2018,Ontario,,Persons not in an economic family,"data.Food insecure, marginal",5.3
2019,Ontario,,Persons not in an economic family,"data.Food insecure, marginal",5.0
2020,Ontario,,Persons not in an economic family,"data.Food insecure, marginal",4.0
2018,Ontario,,Persons not in an economic family,"data.Food insecure, moderate or severe",14.1
2019,Ontario,,Persons not in an economic family,"data.Food insecure, moderate or severe",13.9
2020,Ontario,,Persons not in an economic family,"data.Food insecure, moderate or severe",14.1
2018,Ontario,,Persons not in an economic family,"data.Food insecure, moderate",8.1
2019,Ontario,,Persons not in an economic family,"data.Food insecure, moderate",8.2
2020,Ontario,,Persons not in an economic family,"data.Food insecure, moderate",8.3
2018,Ontario,,Persons not in an economic family,"data.Food insecure, severe",6.0
2019,Ontario,,Persons not in an economic family,"data.Food insecure, severe",5.7
2020,Ontario,,Persons not in an economic family,"data.Food insecure, severe",5.7
2018,Ontario,,Elderly persons not in an economic family,"data.Food insecure, marginal",3.3
2019,Ontario,,Elderly persons not in an economic family,"data.Food insecure, marginal",4.0
2020,Ontario,,Elderly persons not in an economic family,"data.Food insecure, marginal",2.9
2018,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.6
2019,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",7.8
2020,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",7.4
2018,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate",4.7
2019,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate",6.2
2020,Ontario,,Elderly persons not in an economic family,"data.Food insecure, moderate",5.5
2018,Ontario,,Elderly persons not in an economic family,"data.Food insecure, severe",1.8
2019,Ontario,,Elderly persons not in an economic family,"data.Food insecure, severe",1.5
2020,Ontario,,Elderly persons not in an economic family,"data.Food insecure, severe",1.8
2018,Ontario,,Elderly males not in an economic family,"data.Food insecure, marginal",
2019,Ontario,,Elderly males not in an economic family,"data.Food insecure, marginal",
2020,Ontario,,Elderly males not in an economic family,"data.Food insecure, marginal",3.5
2018,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",9.6
2019,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",8.6
2020,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",7.4
2018,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate",6.3
2019,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate",6.7
2020,Ontario,,Elderly males not in an economic family,"data.Food insecure, moderate",6.3
2018,Ontario,,Elderly males not in an economic family,"data.Food insecure, severe",3.3
2019,Ontario,,Elderly males not in an economic family,"data.Food insecure, severe",
2020,Ontario,,Elderly males not in an economic family,"data.Food insecure, severe",1.1
2018,Ontario,,Elderly females not in an economic family,"data.Food insecure, marginal",4.0
2019,Ontario,,Elderly females not in an economic family,"data.Food insecure, marginal",4.3
2020,Ontario,,Elderly females not in an economic family,"data.Food insecure, marginal",2.6
2018,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",5.0
2019,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.3
2020,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.4
2018,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate",3.9
2019,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate",6.0
2020,Ontario,,Elderly females not in an economic family,"data.Food insecure, moderate",5.1
2018,Ontario,,Elderly females not in an economic family,"data.Food insecure, severe",
2019,Ontario,,Elderly females not in an economic family,"data.Food insecure, severe",
2020,Ontario,,Elderly females not in an economic family,"data.Food insecure, severe",2.2
2018,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2019,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.5
2020,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.5
2018,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",17.5
2019,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",16.9
2020,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",17.2
2018,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.6
2019,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.1
2020,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.6
2018,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, severe",7.9
2019,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, severe",7.7
2020,Ontario,,Non-elderly persons not in an economic family,"data.Food insecure, severe",7.5
2018,Ontario,,Non-elderly males not in an economic family,"data.Food insecure, marginal",7.1
2019,Ontario,,Non-elderly males not in an economic family,"data.Food insecure, marginal",5.8
2020,Ontario,,Non-elderly males not in an economic family,"data.Food insecure, marginal",4.6
2018,Ontario,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",17.4
2019,Ontario,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",14.2
