Year,Géographie,GeoCode,Type de famille économique,Niveau de sécurité alimentaire du ménage,Value
2020,Ontario,,Femmes non âgées hors famille économique,"data.Food insecure, severe",10.2
2018,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, marginal",5.4
2019,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, marginal",5.5
2020,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, marginal",4.9
2018,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate or severe",13.5
2019,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate or severe",12.8
2020,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate or severe",14.1
2018,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate",8.4
2019,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate",9.1
2020,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, moderate",9.2
2018,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, severe",5.1
2019,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, severe",3.8
2020,Provinces des Prairies,,Toutes les personnes,"data.Food insecure, severe",4.9
2018,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, marginal",5.5
2019,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, marginal",5.5
2020,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, marginal",4.8
2018,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",12.8
2019,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",12.2
2020,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",13.4
2018,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate",8.5
2019,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate",9.1
2020,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, moderate",9.1
2018,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, severe",4.3
2019,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, severe",3.1
2020,Provinces des Prairies,,Personnes dans les familles économiques,"data.Food insecure, severe",4.3
2018,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, marginal",1.9
2019,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, marginal",1.1
2020,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, marginal",3.1
2018,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate or severe",7.3
2019,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate or severe",7.9
2020,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.6
2018,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate",3.3
2019,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate",5.9
2020,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, moderate",2.9
2018,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, severe",
2019,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, severe",2.0
2020,Provinces des Prairies,,data.Persons in elderly families,"data.Food insecure, severe",1.7
2018,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, marginal",1.9
2019,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, marginal",2.4
2018,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.8
2019,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",5.4
2020,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.6
2018,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate",2.5
2019,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate",4.4
2020,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, moderate",1.9
2018,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,Provinces des Prairies,,data.Persons in elderly couples,"data.Food insecure, severe",1.7
2018,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",13.2
2020,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",7.0
2018,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate",5.4
2019,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, moderate",5.3
2018,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,Provinces des Prairies,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2019,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.1
2020,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.0
2018,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.5
2019,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.8
2020,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",14.7
2018,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.2
2019,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.5
2020,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, moderate",10.0
2018,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, severe",4.3
2019,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, severe",3.3
2020,Provinces des Prairies,,data.Persons in non-elderly families,"data.Food insecure, severe",4.7
2018,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, marginal",3.1
2019,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, marginal",2.9
2020,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, marginal",4.3
2018,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate or severe",7.7
2019,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate or severe",8.5
2020,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate or severe",11.2
2018,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate",4.0
2019,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate",5.6
2020,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, moderate",6.8
2018,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, severe",3.7
2019,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, severe",2.9
2020,Provinces des Prairies,,data.Persons in couples,"data.Food insecure, severe",4.4
2018,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, marginal",6.7
2019,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, marginal",6.4
2020,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, marginal",5.7
2018,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",13.1
2019,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.4
2020,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",13.3
2018,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate",9.9
2019,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate",10.6
2020,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, moderate",10.0
2018,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, severe",3.2
2019,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, severe",1.9
2020,Provinces des Prairies,,data.Persons in couple families with children,"data.Food insecure, severe",3.4
2018,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",4.2
2019,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",9.8
2019,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",11.6
2020,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",13.7
2018,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",8.6
2019,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",9.0
2018,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,Provinces des Prairies,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.8
2019,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.2
2020,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, marginal",8.6
2018,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",35.0
2019,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",27.0
2020,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",32.3
2018,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate",17.6
2019,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate",13.9
2020,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, moderate",22.9
2018,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, severe",17.3
2019,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, severe",13.0
2020,Provinces des Prairies,,data.Persons in lone-parent families,"data.Food insecure, severe",9.4
2018,Provinces des Prairies,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,Provinces des Prairies,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
