Year,Geography,Status,Sex,Age group,GeoCode,Value
2020,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,6
2020,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,11,6
2020,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,7
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,11,5
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,6
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,11,7
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,11,4
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,6
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,11,8
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,11,4
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,6
2020,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,11,9
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,7
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,12,8
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,12,7
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,14
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,12,15
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,12,13
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,17
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,12,18
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,12,16
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,19
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,12,20
2020,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,12,18
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,2
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,6
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,12,8
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,12,3
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,7
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,12,10
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,12,5
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,8
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,12,11
2020,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,12,5
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,5
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,12,5
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,8
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,12,7
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,12,9
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,10
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,12,8
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,12,11
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,11
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,12,9
2020,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,12,13
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,9
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,13,9
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,13,8
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,12
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,13,14
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,13,10
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,14
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,13,17
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,13,12
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,15
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,13,18
2020,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,13,12
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,3
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,13,4
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,5
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,13,7
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,13,3
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,7
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,13,9
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,13,4
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,7
2020,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,13,10
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,6
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,13,5
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,7
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,13,7
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,13,7
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,8
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,13,7
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,13,8
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,8
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,13,8
2020,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,13,8
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,10
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,24,11
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,24,9
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,12
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,24,14
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,24,9
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,13
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,24,16
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,24,9
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,13
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,24,17
2020,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,24,9
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,3
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,24,2
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,24,3
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,4
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,24,5
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,24,3
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,5
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,24,7
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,24,4
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,5
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,24,7
2020,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,24,3
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,8
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,24,9
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,24,7
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,7
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,24,9
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,24,6
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,7
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,24,9
2020,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,24,5
