Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,10,45.8
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,10,54.2
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,10,39.2
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,10,20.6
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,10,18.6
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,10,83.0
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,10,17.0
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,10,14.6
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Sécurité alimentaire,10,77.2
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire,10,22.8
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire marginale,10,4.6
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,10,18.2
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire modérée,10,10.0
2020,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire grave,10,8.2
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Sécurité alimentaire,10,84.9
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire,10,15.1
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,11.1
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire modérée,10,5.5
2020,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Sécurité alimentaire,10,88.0
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire,10,
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,10,
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Sécurité alimentaire,10,83.2
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire,10,16.8
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,12.6
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Sécurité alimentaire,10,71.8
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire,10,28.2
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,10,5.1
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,23.1
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,10,13.1
2020,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire grave,10,10.0
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Sécurité alimentaire,10,75.4
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire,10,24.6
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,10,17.4
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,10,8.6
2020,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire grave,10,8.7
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Sécurité alimentaire,10,66.9
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire,10,33.1
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,31.1
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,10,19.4
2020,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire grave,10,11.7
2020,Île-du-Prince-Édouard,Toutes les personnes,Sécurité alimentaire,11,83.5
2020,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire,11,16.5
2020,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire marginale,11,5.7
2020,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire modérée ou grave,11,10.7
2020,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire modérée,11,6.3
2020,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire grave,11,4.4
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Sécurité alimentaire,11,83.8
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire,11,16.2
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire marginale,11,5.8
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,11,10.3
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire modérée,11,6.3
2020,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire grave,11,4.1
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Sécurité alimentaire,11,93.5
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire,11,6.5
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,11,3.2
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Sécurité alimentaire,11,94.9
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire,11,5.1
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,11,89.7
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,11,
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,11,
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,11,
2020,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Sécurité alimentaire,11,81.7
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire,11,18.3
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire marginale,11,6.4
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,11,11.9
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire modérée,11,7.2
2020,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire grave,11,4.7
2020,Île-du-Prince-Édouard,Personnes dans les couples,Sécurité alimentaire,11,92.3
2020,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire,11,7.7
2020,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire marginale,11,5.7
2020,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire modérée ou grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire modérée,11,
2020,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,11,78.3
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,11,21.7
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,11,14.5
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,11,9.8
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,11,91.3
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles monoparentales,Sécurité alimentaire,11,63.1
2020,Île-du-Prince-Édouard,Personnes dans les familles monoparentales,Insécurité alimentaire,11,36.9
2020,Île-du-Prince-Édouard,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,11,
2020,Île-du-Prince-Édouard,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,11,32.7
2020,Île-du-Prince-Édouard,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,11,
