Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.3
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",15.4
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",14.3
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",16.6
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",9.4
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.3
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.5
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",6.0
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",4.0
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",6.1
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",4.8
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",8.6
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",4.0
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",18.9
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",14.7
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",16.4
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",12.7
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",7.4
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.8
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",6.2
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",7.3
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",5.5
2018,data.Ontario,,data.All persons,"data.Food insecure, marginal",5.2
2019,data.Ontario,,data.All persons,"data.Food insecure, marginal",5.8
2020,data.Ontario,,data.All persons,"data.Food insecure, marginal",4.6
2018,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.8
2019,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.5
2020,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.5
2018,data.Ontario,,data.All persons,"data.Food insecure, moderate",8.3
2019,data.Ontario,,data.All persons,"data.Food insecure, moderate",8.0
2020,data.Ontario,,data.All persons,"data.Food insecure, moderate",7.6
2018,data.Ontario,,data.All persons,"data.Food insecure, severe",3.5
2019,data.Ontario,,data.All persons,"data.Food insecure, severe",3.5
2020,data.Ontario,,data.All persons,"data.Food insecure, severe",3.9
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",5.2
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",6.0
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",4.7
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.4
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.0
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.0
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",8.4
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",7.9
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",7.4
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.0
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.1
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.6
2018,data.Ontario,,data.Persons in elderly families,"data.Food insecure, marginal",2.9
2019,data.Ontario,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,data.Ontario,,data.Persons in elderly families,"data.Food insecure, marginal",2.5
2018,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.5
2019,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.6
2020,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.4
2018,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate",3.2
2019,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate",4.3
2020,data.Ontario,,data.Persons in elderly families,"data.Food insecure, moderate",4.5
2018,data.Ontario,,data.Persons in elderly families,"data.Food insecure, severe",1.3
2019,data.Ontario,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Ontario,,data.Persons in elderly families,"data.Food insecure, severe",0.9
2018,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, marginal",1.6
2019,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, marginal",1.9
2020,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, marginal",1.7
2018,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.0
2019,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.6
2020,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.6
2018,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate",2.2
2019,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate",3.3
2020,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, moderate",2.8
2018,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Ontario,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, marginal",3.9
2018,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",7.6
2019,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",9.4
2020,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",8.7
2018,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate",5.2
2019,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate",6.2
2020,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Ontario,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.5
2019,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.4
2020,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.1
2018,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.5
2019,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.9
2020,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.0
2018,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.2
2019,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.5
2020,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.0
2018,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, severe",3.3
2019,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, severe",3.4
2020,data.Ontario,,data.Persons in non-elderly families,"data.Food insecure, severe",4.0
2018,data.Ontario,,data.Persons in couples,"data.Food insecure, marginal",5.1
2019,data.Ontario,,data.Persons in couples,"data.Food insecure, marginal",4.6
2020,data.Ontario,,data.Persons in couples,"data.Food insecure, marginal",3.2
2018,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate or severe",8.1
2019,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate or severe",9.7
2020,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate or severe",7.3
2018,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate",5.3
2019,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate",6.7
2020,data.Ontario,,data.Persons in couples,"data.Food insecure, moderate",4.1
2018,data.Ontario,,data.Persons in couples,"data.Food insecure, severe",2.8
2019,data.Ontario,,data.Persons in couples,"data.Food insecure, severe",3.0
2020,data.Ontario,,data.Persons in couples,"data.Food insecure, severe",3.3
2018,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, marginal",6.5
2019,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, marginal",7.8
2020,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, marginal",6.1
2018,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.5
2019,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.4
2020,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.7
2018,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",9.0
2019,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",7.5
2020,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, moderate",8.1
2018,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.5
2019,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.9
2020,data.Ontario,,data.Persons in couple families with children,"data.Food insecure, severe",2.6
2018,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",2.1
2019,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",3.6
2020,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",4.1
2018,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.4
2019,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.0
2020,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",7.5
2018,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",6.1
2019,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",5.9
2020,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",4.2
2018,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, severe",2.4
2019,data.Ontario,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
